image_stem,mean_prec_wound,std_prec_wound,mean_prec_peri,std_prec_peri,mean_prec_body,std_prec_body,mean_prec_bg,std_prec_bg,mean_prec_macro4,std_prec_macro4,mean_iou_wound,std_iou_wound,mean_iou_peri,std_iou_peri,mean_iou_body,std_iou_body,mean_iou_bg,std_iou_bg,mean_iou_macro4,std_iou_macro4
wound1,0.9991421212828666,0.0003189694694505918,0.9681161549597044,0.0171484130242206,0.9988865794585688,0.0005171667603096064,0.9951990544047689,0.00038676771534912335,0.9903359775264774,0.004239960649932595,0.9899974350401858,0.003035591604498622,0.7999971669314798,0.010917937809424239,0.9961410801210768,9.943055094402409e-05,0.9945844763171767,5.400323861431966e-05,0.9451800396024799,0.003526740800870176
wound2,0.9950150707164387,0.004984929283561312,0.9533463605276014,0.04665363947239859,0.9976124210018358,0.00015168243680269144,0.9888076778648731,0.0015638760622317394,0.9836953825276873,0.012480752564231312,0.968886831014625,0.018396405979594577,0.7931805115704968,0.10691648163997841,0.9885740542608501,0.00033627528359070347,0.9865766745994502,0.0005121010907217505,0.9343045178613555,0.03154031599847129
wound3,1.0,0.0,0.9575856443719413,0.042414355628058786,0.9952480140196576,0.0028833097824880194,0.9983294607083997,0.0008493580459156269,0.9877907797749996,0.01111207684115778,0.9910380881254668,0.0007468259895443974,0.9286353099947207,0.030316655070781517,0.9939070906227265,0.00216647151854088,0.992920057624072,0.0026449509664597803,0.9766251365917467,0.008595312891559403
